Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,team,id
2024-01-13,17:30:00,Premier League,Matchweek 21,Sat,Away,W,3,2,Newcastle Utd,3.0,1.3,72,52190,Kyle Walker,4-2-3-1,4-3-3,Chris Kavanagh,/en/matches/738f8c3e/Newcastle-United-Manchester-City-January-13-2024-Premier-League,,23-24,Manchester City,b8fd03ef
2024-01-26,20:00:00,FA Cup,Fourth round proper,Fri,Away,W,1,0,Tottenham,,,57,60872,Kyle Walker,4-2-3-1,4-2-3-1,Paul Tierney,/en/matches/ff5bde89/Tottenham-Hotspur-Manchester-City-January-26-2024-FA-Cup,,23-24,Manchester City,b8fd03ef
2024-01-31,19:30:00,Premier League,Matchweek 22,Wed,Home,W,3,1,Burnley,1.7,1.4,74,52143,Kevin De Bruyne,4-2-3-1,4-4-2,Samuel Barrott,/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,,23-24,Manchester City,b8fd03ef
2024-02-05,20:00:00,Premier League,Matchweek 23,Mon,Away,W,3,1,Brentford,2.1,1.0,72,17096,Kyle Walker,4-1-4-1,3-5-2,Jarred Gillett,/en/matches/2b3630b6/Brentford-Manchester-City-February-5-2024-Premier-League,,23-24,Manchester City,b8fd03ef
2024-02-10,12:30:00,Premier League,Matchweek 24,Sat,Home,W,2,0,Everton,1.6,0.3,72,52187,Rúben Dias,4-1-4-1,4-2-3-1,John Brooks,/en/matches/00ea7906/Manchester-City-Everton-February-10-2024-Premier-League,,23-24,Manchester City,b8fd03ef
2024-02-13,21:00:00,Champions Lg,Round of 16,Tue,Away,W,3,1,FC Copenhagen,3.3,0.3,79,35853,Kyle Walker,4-2-3-1,4-3-3,José Sánchez,/en/matches/7c72e97e/FC-Copenhagen-Manchester-City-February-13-2024-Champions-League,Leg 1 of 2,23-24,Manchester City,b8fd03ef
2024-02-17,17:30:00,Premier League,Matchweek 25,Sat,Home,D,1,1,Chelsea,2.6,1.4,70,52178,Kyle Walker,4-1-4-1,4-2-3-1,Andy Madley,/en/matches/78fb7fc2/Manchester-City-Chelsea-February-17-2024-Premier-League,,23-24,Manchester City,b8fd03ef
2024-02-20,19:30:00,Premier League,Matchweek 18,Tue,Home,W,1,0,Brentford,2.3,0.4,70,52247,Kyle Walker,4-2-3-1,3-5-2,Darren England,/en/matches/af88a1aa/Manchester-City-Brentford-February-20-2024-Premier-League,,23-24,Manchester City,b8fd03ef
2024-02-24,17:30:00,Premier League,Matchweek 26,Sat,Away,W,1,0,Bournemouth,1.6,0.9,62,11184,Rúben Dias,3-2-4-1,4-2-3-1,Jarred Gillett,/en/matches/f6d6a212/Bournemouth-Manchester-City-February-24-2024-Premier-League,,23-24,Manchester City,b8fd03ef
2024-02-27,20:00:00,FA Cup,Fifth round proper,Tue,Away,W,6,2,Luton Town,,,58,11163,Kyle Walker,4-2-3-1,3-4-3,Anthony Taylor,/en/matches/777de07a/Luton-Town-Manchester-City-February-27-2024-FA-Cup,,23-24,Manchester City,b8fd03ef
2024-03-03,15:30:00,Premier League,Matchweek 27,Sun,Home,W,3,1,Manchester Utd,3.3,0.2,73,53514,Kyle Walker,3-2-4-1,4-2-4-0,Andy Madley,/en/matches/615eff06/Manchester-Derby-Manchester-City-Manchester-United-March-3-2024-Premier-League,,23-24,Manchester City,b8fd03ef
2024-03-06,20:00:00,Champions Lg,Round of 16,Wed,Home,W,3,1,FC Copenhagen,0.8,1.2,68,51531,Rúben Dias,4-2-3-1,3-4-3,Espen Eskås,/en/matches/b4237bbe/Manchester-City-FC-Copenhagen-March-6-2024-Champions-League,Leg 2 of 2; Manchester City won,23-24,Manchester City,b8fd03ef
2024-03-10,15:45:00,Premier League,Matchweek 28,Sun,Away,D,1,1,Liverpool,1.6,2.7,47,59947,Kyle Walker,3-2-4-1,4-3-3,Michael Oliver,/en/matches/96da3e29/Liverpool-Manchester-City-March-10-2024-Premier-League,,23-24,Manchester City,b8fd03ef
2024-03-16,17:30:00,FA Cup,Quarter-finals,Sat,Home,W,2,0,Newcastle Utd,,,72,52126,Kyle Walker,4-2-3-1,5-3-2,Simon Hooper,/en/matches/f3a174ff/Manchester-City-Newcastle-United-March-16-2024-FA-Cup,,23-24,Manchester City,b8fd03ef
2024-03-31,16:30:00,Premier League,Matchweek 30,Sun,Home,D,0,0,Arsenal,1.0,0.7,72,52178,Kevin De Bruyne,4-1-4-1,4-3-3,Anthony Taylor,/en/matches/76b4b194/Manchester-City-Arsenal-March-31-2024-Premier-League,,23-24,Manchester City,b8fd03ef
2024-04-03,20:15:00,Premier League,Matchweek 31,Wed,Home,W,4,1,Aston Villa,3.4,0.8,67,53422,Rúben Dias,4-2-3-1,4-2-3-1,Darren England,/en/matches/ae3ba8e8/Manchester-City-Aston-Villa-April-3-2024-Premier-League,,23-24,Manchester City,b8fd03ef
2024-04-06,12:30:00,Premier League,Matchweek 32,Sat,Away,W,4,2,Crystal Palace,1.9,1.1,75,25132,Kevin De Bruyne,3-2-4-1,3-4-3,Paul Tierney,/en/matches/fca82852/Crystal-Palace-Manchester-City-April-6-2024-Premier-League,,23-24,Manchester City,b8fd03ef
2024-04-09,21:00:00,Champions Lg,Quarter-finals,Tue,Away,D,3,3,Real Madrid,0.8,0.7,61,76680,Rúben Dias,4-2-3-1,4-2-3-1,François Letexier,/en/matches/5ee67d04/Real-Madrid-Manchester-City-April-9-2024-Champions-League,Leg 1 of 2,23-24,Manchester City,b8fd03ef
2024-04-13,15:00:00,Premier League,Matchweek 33,Sat,Home,W,5,1,Luton Town,4.2,0.5,73,52149,Kevin De Bruyne,4-2-3-1,3-4-3,John Brooks,/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,,23-24,Manchester City,b8fd03ef
2024-04-17,20:00:00,Champions Lg,Quarter-finals,Wed,Home,D,1 (3),1 (4),Real Madrid,2.7,1.4,67,52306,Kyle Walker,4-1-4-1,4-2-3-1,Daniele Orsato,/en/matches/b0d9b0e1/Manchester-City-Real-Madrid-April-17-2024-Champions-League,Leg 2 of 2; Real Madrid won; Real Madrid won on penalty kicks following extra time,23-24,Manchester City,b8fd03ef
2024-04-20,17:15:00,FA Cup,Semi-finals,Sat,Neutral,W,1,0,Chelsea,,,62,80902,Kyle Walker,3-2-4-1,4-2-3-1,Michael Oliver,/en/matches/5648182c/Manchester-City-Chelsea-April-20-2024-FA-Cup,,23-24,Manchester City,b8fd03ef
2024-04-25,20:00:00,Premier League,Matchweek 29,Thu,Away,W,4,0,Brighton,1.4,0.6,64,31596,Kyle Walker,4-1-4-1,4-2-3-1,Jarred Gillett,/en/matches/45bb8cac/Brighton-and-Hove-Albion-Manchester-City-April-25-2024-Premier-League,,23-24,Manchester City,b8fd03ef
2024-04-28,16:30:00,Premier League,Matchweek 35,Sun,Away,W,2,0,Nott'ham Forest,0.9,1.9,66,29677,Kyle Walker,4-1-4-1,5-4-1,Simon Hooper,/en/matches/80bbb25e/Nottingham-Forest-Manchester-City-April-28-2024-Premier-League,,23-24,Manchester City,b8fd03ef
2024-05-04,17:30:00,Premier League,Matchweek 36,Sat,Home,W,5,1,Wolves,3.7,0.3,58,52439,Kyle Walker,4-2-3-1,3-5-2,Craig Pawson,/en/matches/5a9032bf/Manchester-City-Wolverhampton-Wanderers-May-4-2024-Premier-League,,23-24,Manchester City,b8fd03ef
2024-05-11,12:30:00,Premier League,Matchweek 37,Sat,Away,W,4,0,Fulham,3.2,0.1,64,24418,Kevin De Bruyne,4-2-3-1,4-2-3-1,Anthony Taylor,/en/matches/4e211d29/Fulham-Manchester-City-May-11-2024-Premier-League,,23-24,Manchester City,b8fd03ef
2024-05-14,20:00:00,Premier League,Matchweek 34,Tue,Away,W,2,0,Tottenham,2.4,1.7,47,61065,Kyle Walker,4-2-3-1,4-3-1-2,Chris Kavanagh,/en/matches/2ba17e6d/Tottenham-Hotspur-Manchester-City-May-14-2024-Premier-League,,23-24,Manchester City,b8fd03ef
2024-05-19,16:00:00,Premier League,Matchweek 38,Sun,Home,W,3,1,West Ham,1.9,0.4,71,55097,Kyle Walker,4-1-4-1,3-4-3,John Brooks,/en/matches/29335211/Manchester-City-West-Ham-United-May-19-2024-Premier-League,,23-24,Manchester City,b8fd03ef
2024-05-25,15:00:00,FA Cup,Final,Sat,Neutral,L,1,2,Manchester Utd,,,74,84814,Kyle Walker,4-2-3-1,4-2-2-2,Andy Madley,/en/matches/d64f45f8/Manchester-Derby-Manchester-City-Manchester-United-May-25-2024-FA-Cup,,23-24,Manchester City,b8fd03ef
