Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,team,id
2023-12-23,12:30:00,Premier League,Matchweek 18,Sat,Away,L,0,2,West Ham,1.0,1.2,65,64472,Bruno Fernandes,4-2-3-1,4-2-3-1,Simon Hooper,/en/matches/328777ed/West-Ham-United-Manchester-United-December-23-2023-Premier-League,,23-24,Manchester Utd,19538871
2023-12-26,20:00:00,Premier League,Matchweek 19,Tue,Home,W,3,2,Aston Villa,1.1,1.7,46,73574,Bruno Fernandes,4-2-3-1,4-2-3-1,Craig Pawson,/en/matches/83709fdf/Manchester-United-Aston-Villa-December-26-2023-Premier-League,,23-24,Manchester Utd,19538871
2023-12-30,17:30:00,Premier League,Matchweek 20,Sat,Away,L,1,2,Nott'ham Forest,0.8,0.7,56,29529,Bruno Fernandes,4-2-3-1,4-2-3-1,Tim Robinson,/en/matches/1aa68cba/Nottingham-Forest-Manchester-United-December-30-2023-Premier-League,,23-24,Manchester Utd,19538871
2024-01-08,20:15:00,FA Cup,Third round proper,Mon,Away,W,2,0,Wigan Athletic,,,67,22870,Bruno Fernandes,4-2-3-1,4-2-3-1,Anthony Taylor,/en/matches/aef31200/Wigan-Athletic-Manchester-United-January-8-2024-FA-Cup,,23-24,Manchester Utd,19538871
2024-01-14,16:30:00,Premier League,Matchweek 21,Sun,Home,D,2,2,Tottenham,0.8,1.2,37,73489,Bruno Fernandes,4-2-3-1,4-3-3,John Brooks,/en/matches/904ed2f9/Manchester-United-Tottenham-Hotspur-January-14-2024-Premier-League,,23-24,Manchester Utd,19538871
2024-01-28,16:30:00,FA Cup,Fourth round proper,Sun,Away,W,4,2,Newport County,,,71,9086,Bruno Fernandes,4-2-3-1,5-3-2,David Coote,/en/matches/5a5949f6/Newport-County-Manchester-United-January-28-2024-FA-Cup,,23-24,Manchester Utd,19538871
2024-02-01,20:15:00,Premier League,Matchweek 22,Thu,Away,W,4,3,Wolves,3.3,2.1,47,31641,Bruno Fernandes,4-2-3-1,3-4-3,Jarred Gillett,/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,,23-24,Manchester Utd,19538871
2024-02-04,14:00:00,Premier League,Matchweek 23,Sun,Home,W,3,0,West Ham,0.7,1.4,51,73612,Bruno Fernandes,4-2-3-1,4-2-3-1,Andy Madley,/en/matches/dc1428be/Manchester-United-West-Ham-United-February-4-2024-Premier-League,,23-24,Manchester Utd,19538871
2024-02-11,16:30:00,Premier League,Matchweek 24,Sun,Away,W,2,1,Aston Villa,1.8,2.4,44,42185,Bruno Fernandes,4-2-3-1,4-2-3-1,Robert Jones,/en/matches/fd36479b/Aston-Villa-Manchester-United-February-11-2024-Premier-League,,23-24,Manchester Utd,19538871
2024-02-18,16:30:00,Premier League,Matchweek 25,Sun,Away,W,2,1,Luton Town,2.9,1.8,42,11483,Bruno Fernandes,4-2-3-1,3-4-3,David Coote,/en/matches/49523b04/Luton-Town-Manchester-United-February-18-2024-Premier-League,,23-24,Manchester Utd,19538871
2024-02-24,15:00:00,Premier League,Matchweek 26,Sat,Home,L,1,2,Fulham,1.7,1.2,57,73487,Bruno Fernandes,4-2-3-1,4-2-3-1,Michael Oliver,/en/matches/45f67948/Manchester-United-Fulham-February-24-2024-Premier-League,,23-24,Manchester Utd,19538871
2024-02-28,19:45:00,FA Cup,Fifth round proper,Wed,Away,W,1,0,Nott'ham Forest,,,61,28665,Bruno Fernandes,4-2-3-1,4-2-3-1,Chris Kavanagh,/en/matches/fdf4edad/Nottingham-Forest-Manchester-United-February-28-2024-FA-Cup,,23-24,Manchester Utd,19538871
2024-03-03,15:30:00,Premier League,Matchweek 27,Sun,Away,L,1,3,Manchester City,0.2,3.3,27,53514,Bruno Fernandes,4-2-4-0,3-2-4-1,Andy Madley,/en/matches/615eff06/Manchester-Derby-Manchester-City-Manchester-United-March-3-2024-Premier-League,,23-24,Manchester Utd,19538871
2024-03-09,12:30:00,Premier League,Matchweek 28,Sat,Home,W,2,0,Everton,2.7,1.6,51,73601,Bruno Fernandes,4-2-4-0,4-4-1-1,Simon Hooper,/en/matches/fede7f6e/Manchester-United-Everton-March-9-2024-Premier-League,,23-24,Manchester Utd,19538871
2024-03-17,15:30:00,FA Cup,Quarter-finals,Sun,Home,W,4,3,Liverpool,,,42,72291,Bruno Fernandes,4-2-3-1,4-3-3,John Brooks,/en/matches/cf8e6cd0/North-West-Derby-Manchester-United-Liverpool-March-17-2024-FA-Cup,Required Extra Time,23-24,Manchester Utd,19538871
2024-03-30,20:00:00,Premier League,Matchweek 30,Sat,Away,D,1,1,Brentford,0.6,3.2,53,17138,Bruno Fernandes,4-2-3-1,3-5-2,Simon Hooper,/en/matches/43a07892/Brentford-Manchester-United-March-30-2024-Premier-League,,23-24,Manchester Utd,19538871
2024-04-04,20:15:00,Premier League,Matchweek 31,Thu,Away,L,3,4,Chelsea,1.5,3.0,43,39694,Bruno Fernandes,4-2-3-1,4-2-3-1,Jarred Gillett,/en/matches/c6079c2f/Chelsea-Manchester-United-April-4-2024-Premier-League,,23-24,Manchester Utd,19538871
2024-04-07,15:30:00,Premier League,Matchweek 32,Sun,Home,D,2,2,Liverpool,0.7,3.6,38,73501,Bruno Fernandes,4-2-3-1,4-3-3,Anthony Taylor,/en/matches/d57ffe1a/North-West-Derby-Manchester-United-Liverpool-April-7-2024-Premier-League,,23-24,Manchester Utd,19538871
2024-04-13,17:30:00,Premier League,Matchweek 33,Sat,Away,D,2,2,Bournemouth,1.2,1.6,57,11229,Bruno Fernandes,4-2-3-1,4-2-3-1,Tony Harrington,/en/matches/32a8be36/Bournemouth-Manchester-United-April-13-2024-Premier-League,,23-24,Manchester Utd,19538871
2024-04-21,15:30:00,FA Cup,Semi-finals,Sun,Neutral,D,3 (4),3 (2),Coventry City,,,58,83672,Bruno Fernandes,4-2-3-1,3-4-1-2,Robert Jones,/en/matches/83773075/Coventry-City-Manchester-United-April-21-2024-FA-Cup,Manchester Utd won on penalty kicks following extra time,23-24,Manchester Utd,19538871
2024-04-24,20:00:00,Premier League,Matchweek 29,Wed,Home,W,4,2,Sheffield Utd,2.9,0.8,71,73549,Bruno Fernandes,4-2-3-1,3-5-2,Michael Salisbury,/en/matches/70770e72/Manchester-United-Sheffield-United-April-24-2024-Premier-League,,23-24,Manchester Utd,19538871
2024-04-27,15:00:00,Premier League,Matchweek 35,Sat,Home,D,1,1,Burnley,2.7,2.1,48,73571,Bruno Fernandes,4-2-3-1,4-4-2,John Brooks,/en/matches/e8eb637d/Manchester-United-Burnley-April-27-2024-Premier-League,,23-24,Manchester Utd,19538871
2024-05-06,20:00:00,Premier League,Matchweek 36,Mon,Away,L,0,4,Crystal Palace,0.4,1.7,57,25190,Casemiro,4-2-3-1,3-4-3,Jarred Gillett,/en/matches/8c4bf9e7/Crystal-Palace-Manchester-United-May-6-2024-Premier-League,,23-24,Manchester Utd,19538871
2024-05-12,16:30:00,Premier League,Matchweek 37,Sun,Home,L,0,1,Arsenal,0.5,1.5,54,73600,Scott McTominay,4-2-3-1,4-3-3,Paul Tierney,/en/matches/ab9827f2/Manchester-United-Arsenal-May-12-2024-Premier-League,,23-24,Manchester Utd,19538871
2024-05-15,20:00:00,Premier League,Matchweek 34,Wed,Home,W,3,2,Newcastle Utd,1.5,2.2,45,73582,Bruno Fernandes,4-2-2-2,4-3-3,Robert Jones,/en/matches/e43e8597/Manchester-United-Newcastle-United-May-15-2024-Premier-League,,23-24,Manchester Utd,19538871
2024-05-19,16:00:00,Premier League,Matchweek 38,Sun,Away,W,2,0,Brighton,1.3,1.7,45,31662,Bruno Fernandes,4-2-2-2,4-2-3-1,Craig Pawson,/en/matches/47ecdc19/Brighton-and-Hove-Albion-Manchester-United-May-19-2024-Premier-League,,23-24,Manchester Utd,19538871
2024-05-25,15:00:00,FA Cup,Final,Sat,Neutral,W,2,1,Manchester City,,,27,84814,Bruno Fernandes,4-2-2-2,4-2-3-1,Andy Madley,/en/matches/d64f45f8/Manchester-Derby-Manchester-City-Manchester-United-May-25-2024-FA-Cup,,23-24,Manchester Utd,19538871
