id,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 26_level_0,Unnamed: league,Unnamed: season
a9dc785c,31,Neto,BRA,GK,Valencia,28,1989,33,33,2970,33.0,33,1.0,143,108,79.0,18,7,8,10,30.3,5,3,2,0,40.0,Matches,ESP-LALIGA,17-18
ee8508c0,32,Jan Oblak,SVN,GK,Atlético Madrid,24,1993,37,37,3330,37.0,22,0.59,126,102,83.3,22,10,5,22,59.5,4,1,3,0,75.0,Matches,ESP-LALIGA,17-18
b5bdf144,33,Oier Olazábal,ESP,GK,Levante,27,1989,26,26,2340,26.0,39,1.5,122,85,72.1,9,7,10,7,26.9,6,5,0,1,0.0,Matches,ESP-LALIGA,17-18
97852360,34,Fernando Pacheco,ESP,GK,Alavés,25,1992,38,37,3357,37.3,50,1.34,171,121,74.9,15,2,20,12,32.4,10,7,2,1,22.2,Matches,ESP-LALIGA,17-18
d24e154c,35,Costel Pantilimon,ROU,GK,La Coruña,30,1987,6,6,540,6.0,9,1.5,26,18,69.2,3,0,3,1,16.7,1,1,0,0,0.0,Matches,ESP-LALIGA,17-18
113fb4ea,36,Andrés Prieto,ESP,GK,Málaga,23,1993,4,4,360,4.0,10,2.5,20,10,60.0,0,0,4,0,0.0,2,2,0,0,0.0,Matches,ESP-LALIGA,17-18
dc4511f3,37,Toño Ramírez,ESP,GK,Real Sociedad,30,1986,4,3,315,3.5,6,1.71,11,5,45.5,1,0,2,2,66.7,0,0,0,0,,Matches,ESP-LALIGA,17-18
5f0241b2,38,Sergio Rico,ESP,GK,Sevilla,23,1993,24,23,2155,24.0,39,1.63,92,52,60.9,10,3,10,9,39.1,5,3,1,1,25.0,Matches,ESP-LALIGA,17-18
581c5276,39,Asier Riesgo,ESP,GK,Eibar,33,1983,1,1,90,1.0,1,1.0,5,4,80.0,1,0,0,0,0.0,0,0,0,0,,Matches,ESP-LALIGA,17-18
ba3ca78f,40,Roberto,ESP,GK,Málaga,31,1986,34,34,3060,34.0,51,1.5,150,98,68.7,5,5,24,6,17.6,5,4,1,0,20.0,Matches,ESP-LALIGA,17-18
24279b8b,41,Rubén,ESP,GK,La Coruña,33,1984,28,27,2477,27.5,58,2.11,134,77,58.2,3,9,15,4,14.8,3,2,1,0,33.3,Matches,ESP-LALIGA,17-18
625c144a,42,Gerónimo Rulli,ARG,GK,Real Sociedad,25,1992,26,26,2340,26.0,45,1.73,105,61,61.0,10,5,11,6,23.1,5,4,1,0,20.0,Matches,ESP-LALIGA,17-18
9970da54,43,Antonio Sivera,ESP,GK,Alavés,20,1996,1,1,63,0.7,,,1,1,,,,1,,,,,,,,Matches,ESP-LALIGA,17-18
8f8c6934,44,David Soria,ESP,GK,Sevilla,24,1993,15,15,1265,14.0,19,1.35,58,40,70.7,7,4,4,5,33.3,3,2,0,1,0.0,Matches,ESP-LALIGA,17-18
6f51e382,45,Marc-André ter Stegen,GER,GK,Barcelona,25,1992,37,37,3330,37.0,28,0.76,126,98,79.4,27,9,1,19,51.4,2,2,0,0,0.0,Matches,ESP-LALIGA,17-18
1fa85681,46,Przemysław Tytoń,POL,GK,La Coruña,30,1987,2,1,97,1.1,4,3.71,5,1,20.0,0,0,1,0,0.0,0,0,0,0,,Matches,ESP-LALIGA,17-18
cfd68aa7,47,Francis Uzoho,NGA,GK,La Coruña,18,1998,2,2,180,2.0,2,1.0,9,7,88.9,0,1,1,1,50.0,1,1,0,0,0.0,Matches,ESP-LALIGA,17-18
bfb15d99,48,Koke Vegas,ESP,GK,Levante,21,1995,1,1,90,1.0,4,4.0,8,4,50.0,0,0,1,0,0.0,0,0,0,0,,Matches,ESP-LALIGA,17-18
c0b1a6da,49,Axel Werner,ARG,GK,Atlético Madrid,21,1996,1,1,90,1.0,0,0.0,3,3,100.0,1,0,0,1,100.0,0,0,0,0,,Matches,ESP-LALIGA,17-18
61bb7498,50,Yoel,ESP,GK,Eibar,28,1988,1,1,90,1.0,0,0.0,5,5,100.0,0,1,0,1,100.0,0,0,0,0,,Matches,ESP-LALIGA,17-18
c818c4d9,51,Luca Zidane,FRA,GK,Real Madrid,19,1998,1,1,90,1.0,2,2.0,4,2,50.0,0,1,0,0,0.0,0,0,0,0,,Matches,ESP-LALIGA,17-18
