Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,league,season
Ligue 1,2,Fri,2018-08-17,20:45,Reims,0.6,1–0,1.1,Lyon,18917,Stade Auguste-Delaune,Ruddy Buquet,/en/matches/ff766777/Reims-Lyon-August-17-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,2,Sat,2018-08-18,17:00,Guingamp,1.1,1–3,2.6,Paris S-G,19003,Stade du Roudourou,Clément Turpin,/en/matches/6f2eb060/Guingamp-Paris-Saint-Germain-August-18-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,2,Sat,2018-08-18,20:00,Amiens,1.2,1–2,0.3,Montpellier,10402,Stade de la Licorne,Karim Abed,/en/matches/73582813/Amiens-Montpellier-August-18-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,2,Sat,2018-08-18,20:00,Rennes,0.3,1–0,0.4,Angers,19300,Roazhon Park,Olivier Thual,/en/matches/797535fb/Rennes-Angers-August-18-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,2,Sat,2018-08-18,20:00,Monaco,1.4,0–0,0.7,Lille,11140,Stade Louis II,Thomas Léonard,/en/matches/8c62cc39/Monaco-Lille-August-18-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,2,Sat,2018-08-18,20:00,Caen,1.4,1–1,0.9,Nice,16132,Stade Michel d'Ornano,Eric Wattellier,/en/matches/8e87e498/Caen-Nice-August-18-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,2,Sat,2018-08-18,20:00,Dijon,2.9,2–0,0.3,Nantes,13617,Stade Gaston Gérard,Jeremy Stinat,/en/matches/b4404fb6/Dijon-Nantes-August-18-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,2,Sun,2018-08-19,15:00,Strasbourg,0.6,1–1,0.4,Saint-Étienne,25385,Stade de la Meinau,Benoît Millot,/en/matches/feb5bc17/Strasbourg-Saint-Etienne-August-19-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,2,Sun,2018-08-19,17:00,Toulouse,1.2,2–1,1.1,Bordeaux,15387,Stadium Municipal,François Letexier,/en/matches/60610c20/Toulouse-Bordeaux-August-19-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,2,Sun,2018-08-19,21:00,Nîmes,1.4,3–1,1.2,Marseille,15285,Stade des Costières,Benoît Bastien,/en/matches/bc21a9a8/Nimes-Marseille-August-19-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,3,Fri,2018-08-24,20:45,Lyon,1.6,2–0,0.5,Strasbourg,47341,Groupama Stadium,Amaury Delerue,/en/matches/61386740/Lyon-Strasbourg-August-24-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,3,Sat,2018-08-25,17:00,Paris S-G,1.8,3–1,1.5,Angers,47105,Parc des Princes,Jérôme Miguelgorry,/en/matches/8f368053/Paris-Saint-Germain-Angers-August-25-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,3,Sat,2018-08-25,20:00,Amiens,1.6,4–1,0.9,Reims,10709,Stade de la Licorne,Florent Batta,/en/matches/2f531cd7/Amiens-Reims-August-25-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,3,Sat,2018-08-25,20:00,Nantes,1.8,1–1,0.6,Caen,19674,Stade de la Beaujoire - Louis Fonteneau,Hakim Ben El Hadj Salem,/en/matches/801ccb61/Nantes-Caen-August-25-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,3,Sat,2018-08-25,20:00,Nice,1.9,0–4,1.5,Dijon,17923,Stade de Nice,Willy Delajod,/en/matches/8cfb6876/Nice-Dijon-August-25-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,3,Sat,2018-08-25,20:00,Toulouse,2.8,1–0,0.6,Nîmes,11746,Stadium Municipal,Franck Schneider,/en/matches/bb4bdc21/Toulouse-Nimes-August-25-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,3,Sat,2018-08-25,20:00,Montpellier,0.7,0–0,0.3,Saint-Étienne,14777,Stade de la Mosson,Jérôme Brisard,/en/matches/dc15418c/Montpellier-Saint-Etienne-August-25-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,3,Sun,2018-08-26,15:00,Lille,2.1,3–0,0.7,Guingamp,27230,Stade Pierre-Mauroy,Johan Hamel,/en/matches/25210615/Lille-Guingamp-August-26-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,3,Sun,2018-08-26,17:00,Bordeaux,2.7,2–1,0.8,Monaco,21607,Stade Matmut-Atlantique,Clément Turpin,/en/matches/87d5239f/Bordeaux-Monaco-August-26-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,3,Sun,2018-08-26,21:00,Marseille,0.9,2–2,2.0,Rennes,53471,Orange Vélodrome,Antony Gautier,/en/matches/73479bf7/Marseille-Rennes-August-26-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,4,Fri,2018-08-31,20:45,Lyon,1.9,0–1,0.6,Nice,53438,Groupama Stadium,François Letexier,/en/matches/4481d089/Lyon-Nice-August-31-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,4,Sat,2018-09-01,17:00,Nîmes,1.3,2–4,2.2,Paris S-G,15311,Stade des Costières,Jérôme Brisard,/en/matches/8b39eed5/Nimes-Paris-Saint-Germain-September-1-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,4,Sat,2018-09-01,20:00,Strasbourg,1.4,2–3,1.2,Nantes,25091,Stade de la Meinau,Olivier Thual,/en/matches/0a71acf5/Strasbourg-Nantes-September-1-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,4,Sat,2018-09-01,20:00,Dijon,1.0,0–2,1.7,Caen,13382,Stade Gaston Gérard,Nicolas Rainville,/en/matches/51e156ae/Dijon-Caen-September-1-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,4,Sat,2018-09-01,20:00,Reims,1.2,0–1,0.8,Montpellier,12042,Stade Auguste-Delaune,Jeremy Stinat,/en/matches/caa7751f/Reims-Montpellier-September-1-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,4,Sat,2018-09-01,20:00,Angers,0.7,1–0,1.5,Lille,9245,Stade Raymond Kopa,Eric Wattellier,/en/matches/e65833de/Angers-Lille-September-1-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,4,Sat,2018-09-01,20:00,Guingamp,1.7,1–2,1.1,Toulouse,12327,Stade du Roudourou,Karim Abed,/en/matches/ecaf05c7/Guingamp-Toulouse-September-1-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,4,Sun,2018-09-02,15:00,Saint-Étienne,1.2,0–0,0.4,Amiens,30146,Stade Geoffroy-Guichard,Thomas Léonard,/en/matches/c40c52f5/Saint-Etienne-Amiens-September-2-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,4,Sun,2018-09-02,17:00,Rennes,2.3,2–0,0.5,Bordeaux,23817,Roazhon Park,Benoît Bastien,/en/matches/787edbb3/Rennes-Bordeaux-September-2-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,4,Sun,2018-09-02,21:00,Monaco,1.4,2–3,1.8,Marseille,14269,Stade Louis II,Benoît Millot,/en/matches/69be5afc/Monaco-Marseille-September-2-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,5,Fri,2018-09-14,19:00,Nice,1.4,2–1,1.1,Rennes,16887,Stade de Nice,Jérôme Miguelgorry,/en/matches/96523ba7/Nice-Rennes-September-14-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,5,Fri,2018-09-14,20:45,Paris S-G,2.5,4–0,1.0,Saint-Étienne,46549,Parc des Princes,Franck Schneider,/en/matches/b276f74c/Paris-Saint-Germain-Saint-Etienne-September-14-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,5,Sat,2018-09-15,17:00,Caen,1.9,2–2,1.6,Lyon,17676,Stade Michel d'Ornano,Johan Hamel,/en/matches/c67de862/Caen-Lyon-September-15-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,5,Sat,2018-09-15,20:00,Dijon,1.2,1–3,1.4,Angers,12275,Stade Gaston Gérard,Hakim Ben El Hadj Salem,/en/matches/12f2cf99/Dijon-Angers-September-15-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,5,Sat,2018-09-15,20:00,Toulouse,1.6,1–1,0.6,Monaco,16689,Stadium Municipal,Ruddy Buquet,/en/matches/7be9af3a/Toulouse-Monaco-September-15-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,5,Sat,2018-09-15,20:00,Montpellier,0.4,1–1,0.5,Strasbourg,10630,Stade de la Mosson,Willy Delajod,/en/matches/87337aaa/Montpellier-Strasbourg-September-15-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,5,Sat,2018-09-15,20:00,Amiens,1.6,2–3,3.0,Lille,11569,Stade de la Licorne,Nicolas Rainville,/en/matches/bab5eb0b/Amiens-Lille-September-15-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,5,Sun,2018-09-16,15:00,Nantes,0.9,0–0,0.5,Reims,18981,Stade de la Beaujoire - Louis Fonteneau,Eric Wattellier,/en/matches/56efc37c/Nantes-Reims-September-16-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,5,Sun,2018-09-16,17:00,Bordeaux,1.2,3–3,1.6,Nîmes,15895,Stade Matmut-Atlantique,Antony Gautier,/en/matches/33926578/Bordeaux-Nimes-September-16-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,5,Sun,2018-09-16,21:00,Marseille,2.1,4–0,0.2,Guingamp,50450,Orange Vélodrome,Amaury Delerue,/en/matches/2a606fd9/Marseille-Guingamp-September-16-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,6,Fri,2018-09-21,20:45,Monaco,1.7,1–1,0.6,Nîmes,6837,Stade Louis II,Amaury Delerue,/en/matches/f9db9805/Monaco-Nimes-September-21-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,6,Sat,2018-09-22,17:00,Lille,0.8,2–1,1.8,Nantes,27353,Stade Pierre-Mauroy,Benoît Bastien,/en/matches/c89956a8/Lille-Nantes-September-22-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,6,Sat,2018-09-22,20:00,Angers,0.9,0–0,0.4,Toulouse,10021,Stade Raymond Kopa,Florent Batta,/en/matches/38a2d72e/Angers-Toulouse-September-22-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,6,Sat,2018-09-22,20:00,Saint-Étienne,3.5,2–1,0.6,Caen,23895,Stade Geoffroy-Guichard,Ruddy Buquet,/en/matches/826586d6/Saint-Etienne-Caen-September-22-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,6,Sat,2018-09-22,20:00,Reims,0.9,0–0,0.2,Dijon,11523,Stade Auguste-Delaune,Jérôme Brisard,/en/matches/a87cd7c7/Reims-Dijon-September-22-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,6,Sat,2018-09-22,20:00,Strasbourg,1.3,3–1,0.7,Amiens,24683,Stade de la Meinau,Jeremy Stinat,/en/matches/cdddf751/Strasbourg-Amiens-September-22-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,6,Sat,2018-09-22,20:00,Montpellier,1.8,1–0,0.4,Nice,11015,Stade de la Mosson,Thomas Léonard,/en/matches/cee34f69/Montpellier-Nice-September-22-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,6,Sun,2018-09-23,15:00,Rennes,1.3,1–3,1.6,Paris S-G,29205,Roazhon Park,Hakim Ben El Hadj Salem,/en/matches/0a64d71f/Rennes-Paris-Saint-Germain-September-23-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,6,Sun,2018-09-23,17:00,Guingamp,1.9,1–3,1.1,Bordeaux,14772,Stade du Roudourou,Franck Schneider,/en/matches/7f680693/Guingamp-Bordeaux-September-23-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,6,Sun,2018-09-23,21:00,Lyon,1.9,4–2,0.6,Marseille,57287,Groupama Stadium,Clément Turpin,/en/matches/d931521a/Choc-des-Olympiques-Lyon-Marseille-September-23-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,7,Tue,2018-09-25,19:00,Monaco,0.6,0–1,0.5,Angers,5502,Stade Louis II,Willy Delajod,/en/matches/5af8fe8c/Monaco-Angers-September-25-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,7,Tue,2018-09-25,19:00,Nantes,1.0,1–2,1.1,Nice,16604,Stade de la Beaujoire - Louis Fonteneau,Mikael Lesage,/en/matches/ae183f7d/Nantes-Nice-September-25-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,7,Tue,2018-09-25,21:00,Toulouse,1.5,2–3,2.3,Saint-Étienne,14008,Stadium Municipal,Amaury Delerue,/en/matches/7403ff4e/Toulouse-Saint-Etienne-September-25-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,7,Wed,2018-09-26,19:00,Amiens,0.7,2–1,2.0,Rennes,10398,Stade de la Licorne,Johan Hamel,/en/matches/57d1a713/Amiens-Rennes-September-26-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,7,Wed,2018-09-26,19:00,Bordeaux,1.0,1–0,1.9,Lille,17395,Stade Matmut-Atlantique,Karim Abed,/en/matches/75cad9f8/Bordeaux-Lille-September-26-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,7,Wed,2018-09-26,19:00,Nîmes,1.0,0–0,0.4,Guingamp,13415,Stade des Costières,Benoît Millot,/en/matches/b06ac0f6/Nimes-Guingamp-September-26-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,7,Wed,2018-09-26,19:00,Caen,0.8,2–2,2.3,Montpellier,14402,Stade Michel d'Ornano,Antony Gautier,/en/matches/b90092b0/Caen-Montpellier-September-26-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,7,Wed,2018-09-26,19:00,Marseille,1.4,3–2,0.8,Strasbourg,47099,Orange Vélodrome,François Letexier,/en/matches/ca310bc6/Marseille-Strasbourg-September-26-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,7,Wed,2018-09-26,19:00,Dijon,1.6,0–3,2.5,Lyon,14651,Stade Gaston Gérard,Jérôme Miguelgorry,/en/matches/d36add50/Dijon-Lyon-September-26-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,7,Wed,2018-09-26,21:00,Paris S-G,3.5,4–1,0.4,Reims,47237,Parc des Princes,Olivier Thual,/en/matches/9421db97/Paris-Saint-Germain-Reims-September-26-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,8,Fri,2018-09-28,20:45,Saint-Étienne,1.6,2–0,2.1,Monaco,26486,Stade Geoffroy-Guichard,Jérôme Brisard,/en/matches/fffbcb62/Saint-Etienne-Monaco-September-28-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,8,Sat,2018-09-29,17:15,Nice,0.5,0–3,2.6,Paris S-G,33138,Stade de Nice,Clément Turpin,/en/matches/9c38f996/Nice-Paris-Saint-Germain-September-29-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,8,Sat,2018-09-29,20:00,Angers,0.5,0–1,1.5,Guingamp,9483,Stade Raymond Kopa,Nicolas Rainville,/en/matches/11f6d0e1/Angers-Guingamp-September-29-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,8,Sat,2018-09-29,20:00,Reims,0.9,0–0,0.3,Bordeaux,13406,Stade Auguste-Delaune,Hakim Ben El Hadj Salem,/en/matches/2e5c27d7/Reims-Bordeaux-September-29-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,8,Sat,2018-09-29,20:00,Lyon,2.2,1–1,1.2,Nantes,50319,Groupama Stadium,Franck Schneider,/en/matches/3a676c1e/Lyon-Nantes-September-29-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,8,Sat,2018-09-29,20:00,Caen,1.5,1–0,0.3,Amiens,15007,Stade Michel d'Ornano,Benoît Bastien,/en/matches/c6e02856/Caen-Amiens-September-29-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,8,Sat,2018-09-29,20:00,Strasbourg,1.0,3–0,1.1,Dijon,25060,Stade de la Meinau,Eric Wattellier,/en/matches/e7139b66/Strasbourg-Dijon-September-29-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,8,Sun,2018-09-30,15:00,Rennes,2.7,1–1,0.3,Toulouse,21173,Roazhon Park,Thomas Léonard,/en/matches/75c3c900/Rennes-Toulouse-September-30-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,8,Sun,2018-09-30,17:00,Montpellier,2.5,3–0,1.0,Nîmes,20054,Stade de la Mosson,Ruddy Buquet,/en/matches/9313ceaf/Montpellier-Nimes-September-30-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,8,Sun,2018-09-30,21:00,Lille,2.8,3–0,0.5,Marseille,41623,Stade Pierre-Mauroy,Mikael Lesage,/en/matches/92e492f5/Lille-Marseille-September-30-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,9,Fri,2018-10-05,20:45,Toulouse,1.0,1–1,1.0,Nice,14162,Stadium Municipal,Willy Delajod,/en/matches/922fdf88/Toulouse-Nice-October-5-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,9,Sat,2018-10-06,17:00,Lille,0.8,3–1,1.3,Saint-Étienne,31263,Stade Pierre-Mauroy,Jérôme Miguelgorry,/en/matches/e20cccf3/Lille-Saint-Etienne-October-6-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,9,Sat,2018-10-06,20:00,Amiens,0.3,1–0,0.5,Dijon,10194,Stade de la Licorne,Florent Batta,/en/matches/0140822a/Amiens-Dijon-October-6-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,9,Sat,2018-10-06,20:00,Nîmes,0.9,0–0,1.2,Reims,12958,Stade des Costières,Karim Abed,/en/matches/051fafa7/Nimes-Reims-October-6-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,9,Sat,2018-10-06,20:00,Guingamp,0.8,1–1,1.2,Montpellier,13643,Stade du Roudourou,Jeremy Stinat,/en/matches/7355eddb/Guingamp-Montpellier-October-6-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,9,Sat,2018-10-06,20:00,Angers,2.5,2–2,1.3,Strasbourg,8930,Stade Raymond Kopa,Johan Hamel,/en/matches/e85bc527/Angers-Strasbourg-October-6-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,9,Sun,2018-10-07,15:00,Bordeaux,1.7,3–0,0.6,Nantes,18307,Stade Matmut-Atlantique,François Letexier,/en/matches/c65e5722/Bordeaux-Nantes-October-7-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,9,Sun,2018-10-07,17:00,Marseille,1.6,2–0,0.7,Caen,55935,Orange Vélodrome,Benoît Millot,/en/matches/f13d4e01/Marseille-Caen-October-7-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,9,Sun,2018-10-07,17:00,Monaco,0.4,1–2,1.1,Rennes,6268,Stade Louis II,Olivier Thual,/en/matches/f1b867e5/Monaco-Rennes-October-7-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,9,Sun,2018-10-07,21:00,Paris S-G,3.6,5–0,1.5,Lyon,47443,Parc des Princes,Antony Gautier,/en/matches/6415b068/Paris-Saint-Germain-Lyon-October-7-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,10,Fri,2018-10-19,20:45,Lyon,1.9,2–0,1.4,Nîmes,42896,Groupama Stadium,Olivier Thual,/en/matches/79a991c1/Lyon-Nimes-October-19-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,10,Sat,2018-10-20,17:00,Paris S-G,2.4,5–0,0.7,Amiens,47497,Parc des Princes,Mikael Lesage,/en/matches/035d3aad/Paris-Saint-Germain-Amiens-October-20-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,10,Sat,2018-10-20,20:00,Reims,1.1,1–1,1.7,Angers,10954,Stade Auguste-Delaune,Eric Wattellier,/en/matches/0d7f77b0/Reims-Angers-October-20-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,10,Sat,2018-10-20,20:00,Nantes,2.5,4–0,0.5,Toulouse,22613,Stade de la Beaujoire - Louis Fonteneau,Benoît Bastien,/en/matches/274c4cb2/Nantes-Toulouse-October-20-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,10,Sat,2018-10-20,20:00,Caen,0.4,0–0,0.4,Guingamp,16009,Stade Michel d'Ornano,Hakim Ben El Hadj Salem,/en/matches/4210903c/Caen-Guingamp-October-20-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,10,Sat,2018-10-20,20:00,Dijon,1.6,1–2,2.0,Lille,13004,Stade Gaston Gérard,Thomas Léonard,/en/matches/4d8bec2d/Dijon-Lille-October-20-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,10,Sat,2018-10-20,20:00,Strasbourg,0.9,2–1,1.5,Monaco,25358,Stade de la Meinau,Nicolas Rainville,/en/matches/da4b397e/Strasbourg-Monaco-October-20-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,10,Sun,2018-10-21,15:00,Montpellier,1.9,2–0,1.0,Bordeaux,12491,Stade de la Mosson,Franck Schneider,/en/matches/dbc08fd9/Montpellier-Bordeaux-October-21-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,10,Sun,2018-10-21,17:00,Saint-Étienne,1.8,1–1,1.9,Rennes,29557,Stade Geoffroy-Guichard,Clément Turpin,/en/matches/1f50e1a7/Saint-Etienne-Rennes-October-21-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,10,Sun,2018-10-21,21:00,Nice,0.7,0–1,0.5,Marseille,30754,Stade de Nice,Amaury Delerue,/en/matches/f4dc7030/Nice-Marseille-October-21-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,11,Fri,2018-10-26,20:45,Nîmes,1.3,1–1,0.8,Saint-Étienne,15412,Stade des Costières,François Letexier,/en/matches/6b3b88be/Nimes-Saint-Etienne-October-26-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,11,Sat,2018-10-27,17:00,Angers,1.3,1–2,1.7,Lyon,14186,Stade Raymond Kopa,Ruddy Buquet,/en/matches/91e106d9/Angers-Lyon-October-27-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,11,Sat,2018-10-27,20:00,Toulouse,1.2,0–3,1.5,Montpellier,14100,Stadium Municipal,Karim Abed,/en/matches/091274cf/Toulouse-Montpellier-October-27-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,11,Sat,2018-10-27,20:00,Monaco,1.0,2–2,0.6,Dijon,7139,Stade Louis II,Jérôme Miguelgorry,/en/matches/18916f9c/Monaco-Dijon-October-27-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,11,Sat,2018-10-27,20:00,Amiens,1.2,1–2,1.6,Nantes,11384,Stade de la Licorne,Jeremy Stinat,/en/matches/35f3cce2/Amiens-Nantes-October-27-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,11,Sat,2018-10-27,20:00,Guingamp,1.2,1–1,1.5,Strasbourg,13643,Stade du Roudourou,Willy Delajod,/en/matches/3af7f923/Guingamp-Strasbourg-October-27-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,11,Sat,2018-10-27,20:00,Lille,0.6,1–0,0.4,Caen,33362,Stade Pierre-Mauroy,Florent Batta,/en/matches/a1f18e1f/Lille-Caen-October-27-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,11,Sun,2018-10-28,15:00,Rennes,0.6,0–2,0.3,Reims,22710,Roazhon Park,Benoît Millot,/en/matches/cc86cdf3/Rennes-Reims-October-28-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,11,Sun,2018-10-28,17:00,Bordeaux,2.0,0–1,1.1,Nice,20730,Stade Matmut-Atlantique,Jérôme Brisard,/en/matches/cc5aa1d0/Bordeaux-Nice-October-28-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,11,Sun,2018-10-28,21:00,Marseille,0.6,0–2,1.5,Paris S-G,64696,Orange Vélodrome,Benoît Bastien,/en/matches/12a14761/Marseille-Paris-Saint-Germain-October-28-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,12,Fri,2018-11-02,20:45,Paris S-G,1.9,2–1,1.0,Lille,47549,Parc des Princes,François Letexier,/en/matches/5da755cd/Paris-Saint-Germain-Lille-November-2-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,12,Sat,2018-11-03,17:00,Lyon,0.3,1–1,1.4,Bordeaux,46653,Groupama Stadium,Benoît Millot,/en/matches/c4e74b0c/Lyon-Bordeaux-November-3-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,12,Sat,2018-11-03,20:00,Dijon,1.8,0–4,2.2,Nîmes,12113,Stade Gaston Gérard,Franck Schneider,/en/matches/31c0adcf/Dijon-Nimes-November-3-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,12,Sat,2018-11-03,20:00,Nice,1.2,1–0,0.8,Amiens,15259,Stade de Nice,Johan Hamel,/en/matches/3d70a26a/Nice-Amiens-November-3-2018-Ligue-1,,FRA-L1,18-19
Ligue 1,12,Sat,2018-11-03,20:00,Caen,1.7,1–2,2.5,Rennes,17284,Stade Michel d'Ornano,Amaury Delerue,/en/matches/63276e1b/Caen-Rennes-November-3-2018-Ligue-1,,FRA-L1,18-19
