Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,league,season
3,Sat,2019-09-14,15:00,Fiorentina,1.8,0–0,0.4,Juventus,40000,Stadio Artemio Franchi,Massimiliano Irrati,/en/matches/79509455/Fiorentina-Juventus-September-14-2019-Serie-A,,ITA-SERIA_A,19-20
3,Sat,2019-09-14,18:00,Napoli,1.6,2–0,2.2,Sampdoria,40000,Stadio San Paolo,Federico La Penna,/en/matches/a47ce106/Napoli-Sampdoria-September-14-2019-Serie-A,,ITA-SERIA_A,19-20
3,Sat,2019-09-14,20:45,Inter,1.6,1–0,0.3,Udinese,57991,Stadio Giuseppe Meazza,Maurizio Mariani,/en/matches/a56b68f2/Internazionale-Udinese-September-14-2019-Serie-A,,ITA-SERIA_A,19-20
3,Sun,2019-09-15,12:30,Genoa,1.4,1–2,2.5,Atalanta,23395,Stadio Comunale Luigi Ferraris,Michael Fabbri,/en/matches/7fb132b4/Genoa-Atalanta-September-15-2019-Serie-A,,ITA-SERIA_A,19-20
3,Sun,2019-09-15,15:00,Brescia,1.3,3–4,3.0,Bologna,15000,Stadio Mario Rigamonti,Gianluca Rocchi,/en/matches/3d263c0c/Brescia-Bologna-September-15-2019-Serie-A,,ITA-SERIA_A,19-20
3,Sun,2019-09-15,15:00,SPAL,1.3,2–1,1.4,Lazio,13650,Stadio Paolo Mazza,Giampaolo Calvarese,/en/matches/6d0c347f/SPAL-Lazio-September-15-2019-Serie-A,,ITA-SERIA_A,19-20
3,Sun,2019-09-15,15:00,Parma,1.8,1–3,0.5,Cagliari,14068,Stadio Ennio Tardini,Fabrizio Pasqua,/en/matches/c88fa28b/Parma-Cagliari-September-15-2019-Serie-A,,ITA-SERIA_A,19-20
3,Sun,2019-09-15,18:00,Roma,2.6,4–2,1.3,Sassuolo,34407,Stadio Olimpico,Daniele Chiffi,/en/matches/ab5a64e6/Roma-Sassuolo-September-15-2019-Serie-A,,ITA-SERIA_A,19-20
3,Sun,2019-09-15,20:45,Hellas Verona,0.5,0–1,1.4,Milan,24363,Stadio Marc'Antonio Bentegodi,Gianluca Manganiello,/en/matches/798a19ce/Hellas-Verona-Milan-September-15-2019-Serie-A,,ITA-SERIA_A,19-20
3,Mon,2019-09-16,20:45,Torino,2.0,1–2,1.1,Lecce,21620,Stadio Olimpico di Torino,Antonio Giua,/en/matches/fb27614b/Torino-Lecce-September-16-2019-Serie-A,,ITA-SERIA_A,19-20
4,Fri,2019-09-20,20:45,Cagliari,1.2,3–1,1.1,Genoa,14574,Sardegna Arena,Gianluca Manganiello,/en/matches/7b837163/Cagliari-Genoa-September-20-2019-Serie-A,,ITA-SERIA_A,19-20
4,Sat,2019-09-21,15:00,Udinese,0.6,0–1,0.8,Brescia,19611,Dacia Arena,Paolo Valeri,/en/matches/d5dc14b8/Udinese-Brescia-September-21-2019-Serie-A,,ITA-SERIA_A,19-20
4,Sat,2019-09-21,18:00,Juventus,1.9,2–1,1.6,Hellas Verona,39945,Allianz Stadium,Federico La Penna,/en/matches/c6a08826/Juventus-Hellas-Verona-September-21-2019-Serie-A,,ITA-SERIA_A,19-20
4,Sat,2019-09-21,20:45,Milan,1.0,0–2,2.1,Inter,70440,Stadio Giuseppe Meazza,Daniele Doveri,/en/matches/8d99b6b9/Derby-della-Madonnina-Milan-Internazionale-September-21-2019-Serie-A,,ITA-SERIA_A,19-20
4,Sun,2019-09-22,12:30,Sassuolo,1.6,3–0,1.1,SPAL,10937,Mapei Stadium - Città del Tricolore,Maurizio Mariani,/en/matches/af15f020/Sassuolo-SPAL-September-22-2019-Serie-A,,ITA-SERIA_A,19-20
4,Sun,2019-09-22,15:00,Bologna,1.3,1–2,1.5,Roma,25513,Stadio Renato Dall'Ara,Luca Pairetto,/en/matches/48229e4d/Bologna-Roma-September-22-2019-Serie-A,,ITA-SERIA_A,19-20
4,Sun,2019-09-22,15:00,Sampdoria,1.6,1–0,0.3,Torino,19041,Stadio Comunale Luigi Ferraris,Piero Giacomelli,/en/matches/847fbff1/Sampdoria-Torino-September-22-2019-Serie-A,,ITA-SERIA_A,19-20
4,Sun,2019-09-22,15:00,Lecce,1.5,1–4,2.9,Napoli,21644,Stadio Comunale Via Del Mare,Marco Piccinini,/en/matches/d110cc88/Lecce-Napoli-September-22-2019-Serie-A,,ITA-SERIA_A,19-20
4,Sun,2019-09-22,18:00,Atalanta,1.6,2–2,1.0,Fiorentina,10314,Stadio Ennio Tardini,Daniele Orsato,/en/matches/ab7e6f6a/Atalanta-Fiorentina-September-22-2019-Serie-A,,ITA-SERIA_A,19-20
4,Sun,2019-09-22,20:45,Lazio,1.7,2–0,0.5,Parma,31404,Stadio Olimpico,Rosario Abisso,/en/matches/38ef4b7d/Lazio-Parma-September-22-2019-Serie-A,,ITA-SERIA_A,19-20
5,Tue,2019-09-24,19:00,Hellas Verona,1.0,0–0,0.6,Udinese,13740,Stadio Marc'Antonio Bentegodi,Daniele Chiffi,/en/matches/98d312ac/Hellas-Verona-Udinese-September-24-2019-Serie-A,,ITA-SERIA_A,19-20
5,Tue,2019-09-24,21:00,Brescia,0.7,1–2,1.7,Juventus,14000,Stadio Mario Rigamonti,Fabrizio Pasqua,/en/matches/4317b763/Brescia-Juventus-September-24-2019-Serie-A,,ITA-SERIA_A,19-20
5,Wed,2019-09-25,19:00,Roma,1.8,0–2,1.8,Atalanta,31832,Stadio Olimpico,Massimiliano Irrati,/en/matches/95b95a98/Roma-Atalanta-September-25-2019-Serie-A,,ITA-SERIA_A,19-20
5,Wed,2019-09-25,21:00,Fiorentina,1.6,2–1,0.5,Sampdoria,33469,Stadio Artemio Franchi,Daniele Doveri,/en/matches/1fb0e314/Fiorentina-Sampdoria-September-25-2019-Serie-A,,ITA-SERIA_A,19-20
5,Wed,2019-09-25,21:00,Napoli,2.0,0–1,0.5,Cagliari,25408,Stadio San Paolo,Marco Di Bello,/en/matches/5a8c1572/Napoli-Cagliari-September-25-2019-Serie-A,,ITA-SERIA_A,19-20
5,Wed,2019-09-25,21:00,Genoa,0.3,0–0,1.7,Bologna,20497,Stadio Comunale Luigi Ferraris,Davide Massa,/en/matches/5dd39b2c/Genoa-Bologna-September-25-2019-Serie-A,,ITA-SERIA_A,19-20
5,Wed,2019-09-25,21:00,Inter,1.5,1–0,1.2,Lazio,56175,Stadio Giuseppe Meazza,Fabio Maresca,/en/matches/7e76d4d6/Internazionale-Lazio-September-25-2019-Serie-A,,ITA-SERIA_A,19-20
5,Wed,2019-09-25,21:00,SPAL,1.0,1–3,2.2,Lecce,13292,Stadio Paolo Mazza,Gianluca Rocchi,/en/matches/a7d7a94e/SPAL-Lecce-September-25-2019-Serie-A,,ITA-SERIA_A,19-20
5,Wed,2019-09-25,21:00,Parma,1.7,1–0,0.5,Sassuolo,14569,Stadio Ennio Tardini,Livio Marinelli,/en/matches/bed42d99/Parma-Sassuolo-September-25-2019-Serie-A,,ITA-SERIA_A,19-20
5,Thu,2019-09-26,21:00,Torino,1.2,2–1,2.8,Milan,23997,Stadio Olimpico di Torino,Marco Guida,/en/matches/b3269aca/Torino-Milan-September-26-2019-Serie-A,,ITA-SERIA_A,19-20
6,Sat,2019-09-28,15:00,Juventus,2.0,2–0,0.2,SPAL,38995,Allianz Stadium,Marco Piccinini,/en/matches/0d46187e/Juventus-SPAL-September-28-2019-Serie-A,,ITA-SERIA_A,19-20
6,Sat,2019-09-28,18:00,Sampdoria,1.1,1–3,2.2,Inter,23694,Stadio Comunale Luigi Ferraris,Giampaolo Calvarese,/en/matches/a1177e74/Sampdoria-Internazionale-September-28-2019-Serie-A,,ITA-SERIA_A,19-20
6,Sat,2019-09-28,20:45,Sassuolo,0.5,1–4,2.3,Atalanta,11604,Mapei Stadium - Città del Tricolore,Paolo Valeri,/en/matches/c822ab60/Sassuolo-Atalanta-September-28-2019-Serie-A,,ITA-SERIA_A,19-20
6,Sun,2019-09-29,12:30,Napoli,2.0,2–1,1.1,Brescia,45770,Stadio San Paolo,Gianluca Manganiello,/en/matches/86a3ee41/Napoli-Brescia-September-29-2019-Serie-A,,ITA-SERIA_A,19-20
6,Sun,2019-09-29,15:00,Udinese,0.7,1–0,1.3,Bologna,21361,Dacia Arena,Antonio Giua,/en/matches/1ace8aaa/Udinese-Bologna-September-29-2019-Serie-A,,ITA-SERIA_A,19-20
6,Sun,2019-09-29,15:00,Lecce,0.7,0–1,2.1,Roma,26044,Stadio Comunale Via Del Mare,Rosario Abisso,/en/matches/4c786abf/Lecce-Roma-September-29-2019-Serie-A,,ITA-SERIA_A,19-20
6,Sun,2019-09-29,15:00,Lazio,1.4,4–0,0.9,Genoa,26000,Stadio Olimpico,Luca Pairetto,/en/matches/d62041b9/Lazio-Genoa-September-29-2019-Serie-A,,ITA-SERIA_A,19-20
6,Sun,2019-09-29,18:00,Cagliari,1.8,1–1,1.6,Hellas Verona,15846,Sardegna Arena,Manuel Volpi,/en/matches/527484ae/Cagliari-Hellas-Verona-September-29-2019-Serie-A,,ITA-SERIA_A,19-20
6,Sun,2019-09-29,20:45,Milan,0.6,1–3,2.5,Fiorentina,48367,Stadio Giuseppe Meazza,Piero Giacomelli,/en/matches/ec745de3/Milan-Fiorentina-September-29-2019-Serie-A,,ITA-SERIA_A,19-20
6,Mon,2019-09-30,20:45,Parma,3.6,3–2,2.2,Torino,15001,Stadio Ennio Tardini,Federico La Penna,/en/matches/855b79d4/Parma-Torino-September-30-2019-Serie-A,,ITA-SERIA_A,19-20
7,Sat,2019-10-05,15:00,SPAL,1.2,1–0,0.4,Parma,11776,Stadio Paolo Mazza,Marco Guida,/en/matches/d91017ad/SPAL-Parma-October-5-2019-Serie-A,,ITA-SERIA_A,19-20
7,Sat,2019-10-05,18:00,Hellas Verona,0.7,2–0,0.8,Sampdoria,17787,Stadio Marc'Antonio Bentegodi,Michael Fabbri,/en/matches/6a7d53e1/Hellas-Verona-Sampdoria-October-5-2019-Serie-A,,ITA-SERIA_A,19-20
7,Sat,2019-10-05,20:45,Genoa,1.6,1–2,1.6,Milan,22486,Stadio Comunale Luigi Ferraris,Maurizio Mariani,/en/matches/18840243/Genoa-Milan-October-5-2019-Serie-A,,ITA-SERIA_A,19-20
7,Sun,2019-10-06,12:30,Fiorentina,1.1,1–0,0.9,Udinese,37963,Stadio Artemio Franchi,Alessandro Prontera,/en/matches/109f472f/Fiorentina-Udinese-October-6-2019-Serie-A,,ITA-SERIA_A,19-20
7,Sun,2019-10-06,15:00,Bologna,3.2,2–2,1.8,Lazio,22052,Stadio Renato Dall'Ara,Daniele Orsato,/en/matches/686d7ed4/Bologna-Lazio-October-6-2019-Serie-A,,ITA-SERIA_A,19-20
7,Sun,2019-10-06,15:00,Roma,1.7,1–1,1.1,Cagliari,34385,Stadio Olimpico,Davide Massa,/en/matches/c1eb9f50/Roma-Cagliari-October-6-2019-Serie-A,,ITA-SERIA_A,19-20
7,Sun,2019-10-06,15:00,Atalanta,3.4,3–1,1.3,Lecce,20771,Stadio Atleti Azzurri d'Italia,Marco Di Bello,/en/matches/fe310ec0/Atalanta-Lecce-October-6-2019-Serie-A,,ITA-SERIA_A,19-20
7,Sun,2019-10-06,18:00,Torino,0.6,0–0,0.9,Napoli,24343,Stadio Olimpico di Torino,Daniele Doveri,/en/matches/66ed3756/Torino-Napoli-October-6-2019-Serie-A,,ITA-SERIA_A,19-20
7,Sun,2019-10-06,20:45,Inter,1.6,1–2,1.5,Juventus,75923,Stadio Giuseppe Meazza,Gianluca Rocchi,/en/matches/5026bc07/Derby-dItalia-Internazionale-Juventus-October-6-2019-Serie-A,,ITA-SERIA_A,19-20
8,Sat,2019-10-19,15:00,Lazio,2.9,3–3,2.6,Atalanta,30000,Stadio Olimpico,Gianluca Rocchi,/en/matches/035b9138/Lazio-Atalanta-October-19-2019-Serie-A,,ITA-SERIA_A,19-20
8,Sat,2019-10-19,18:00,Napoli,2.4,2–0,1.7,Hellas Verona,38686,Stadio San Paolo,Marco Piccinini,/en/matches/f99dc9fe/Napoli-Hellas-Verona-October-19-2019-Serie-A,,ITA-SERIA_A,19-20
8,Sat,2019-10-19,20:45,Juventus,2.0,2–1,0.9,Bologna,40461,Allianz Stadium,Massimiliano Irrati,/en/matches/7bdb3ce3/Juventus-Bologna-October-19-2019-Serie-A,,ITA-SERIA_A,19-20
8,Sun,2019-10-20,12:30,Sassuolo,0.7,3–4,2.6,Inter,17935,Mapei Stadium - Città del Tricolore,Piero Giacomelli,/en/matches/2efbb915/Sassuolo-Internazionale-October-20-2019-Serie-A,,ITA-SERIA_A,19-20
8,Sun,2019-10-20,15:00,Udinese,1.7,1–0,0.6,Torino,24049,Dacia Arena,Rosario Abisso,/en/matches/3472d845/Udinese-Torino-October-20-2019-Serie-A,,ITA-SERIA_A,19-20
8,Sun,2019-10-20,15:00,Cagliari,1.0,2–0,0.7,SPAL,15713,Sardegna Arena,Daniele Chiffi,/en/matches/467d496a/Cagliari-SPAL-October-20-2019-Serie-A,,ITA-SERIA_A,19-20
8,Sun,2019-10-20,15:00,Sampdoria,0.6,0–0,0.5,Roma,20211,Stadio Comunale Luigi Ferraris,Fabio Maresca,/en/matches/d960f719/Sampdoria-Roma-October-20-2019-Serie-A,,ITA-SERIA_A,19-20
8,Sun,2019-10-20,18:00,Parma,2.2,5–1,1.5,Genoa,15299,Stadio Ennio Tardini,Paolo Valeri,/en/matches/497798e1/Parma-Genoa-October-20-2019-Serie-A,,ITA-SERIA_A,19-20
8,Sun,2019-10-20,20:45,Milan,1.8,2–2,1.4,Lecce,48703,Stadio Giuseppe Meazza,Fabrizio Pasqua,/en/matches/b64ce217/Milan-Lecce-October-20-2019-Serie-A,,ITA-SERIA_A,19-20
8,Mon,2019-10-21,21:00,Brescia,0.5,0–0,0.8,Fiorentina,16000,Stadio Mario Rigamonti,Giampaolo Calvarese,/en/matches/2444c7ef/Brescia-Fiorentina-October-21-2019-Serie-A,,ITA-SERIA_A,19-20
9,Fri,2019-10-25,20:45,Hellas Verona,1.3,0–1,1.4,Sassuolo,11453,Stadio Marc'Antonio Bentegodi,Luca Pairetto,/en/matches/11170e59/Hellas-Verona-Sassuolo-October-25-2019-Serie-A,,ITA-SERIA_A,19-20
9,Sat,2019-10-26,15:00,Lecce,1.1,1–1,3.6,Juventus,26591,Stadio Comunale Via Del Mare,Paolo Valeri,/en/matches/9d7eb76c/Lecce-Juventus-October-26-2019-Serie-A,,ITA-SERIA_A,19-20
9,Sat,2019-10-26,18:00,Inter,2.5,2–2,1.0,Parma,67076,Stadio Giuseppe Meazza,Daniele Chiffi,/en/matches/81cec5cf/Internazionale-Parma-October-26-2019-Serie-A,,ITA-SERIA_A,19-20
9,Sat,2019-10-26,20:45,Genoa,1.1,3–1,1.2,Brescia,20949,Stadio Comunale Luigi Ferraris,Rosario Abisso,/en/matches/0e1aa64b/Genoa-Brescia-October-26-2019-Serie-A,,ITA-SERIA_A,19-20
9,Sun,2019-10-27,12:30,Bologna,1.9,2–1,0.6,Sampdoria,24099,Stadio Renato Dall'Ara,Daniele Doveri,/en/matches/dd08475c/Bologna-Sampdoria-October-27-2019-Serie-A,,ITA-SERIA_A,19-20
9,Sun,2019-10-27,15:00,SPAL,0.7,1–1,0.8,Napoli,14726,Stadio Paolo Mazza,Federico La Penna,/en/matches/3dfaf9b4/SPAL-Napoli-October-27-2019-Serie-A,,ITA-SERIA_A,19-20
9,Sun,2019-10-27,15:00,Atalanta,5.4,7–1,0.4,Udinese,18677,Stadio Atleti Azzurri d'Italia,Fabio Maresca,/en/matches/4410ed27/Atalanta-Udinese-October-27-2019-Serie-A,,ITA-SERIA_A,19-20
9,Sun,2019-10-27,15:00,Torino,1.2,1–1,0.5,Cagliari,21213,Stadio Olimpico di Torino,Michael Fabbri,/en/matches/96fb099e/Torino-Cagliari-October-27-2019-Serie-A,,ITA-SERIA_A,19-20
9,Sun,2019-10-27,18:00,Roma,1.1,2–1,0.6,Milan,44333,Stadio Olimpico,Daniele Orsato,/en/matches/cdb7b0cf/Roma-Milan-October-27-2019-Serie-A,,ITA-SERIA_A,19-20
9,Sun,2019-10-27,20:45,Fiorentina,0.6,1–2,2.1,Lazio,33281,Stadio Artemio Franchi,Marco Guida,/en/matches/0148cb07/Fiorentina-Lazio-October-27-2019-Serie-A,,ITA-SERIA_A,19-20
10,Tue,2019-10-29,19:00,Parma,1.4,0–1,0.3,Hellas Verona,14638,Stadio Ennio Tardini,Gianluca Manganiello,/en/matches/a480ae7a/Parma-Hellas-Verona-October-29-2019-Serie-A,,ITA-SERIA_A,19-20
10,Tue,2019-10-29,21:00,Brescia,1.8,1–2,0.8,Inter,16500,Stadio Mario Rigamonti,Michael Fabbri,/en/matches/d1c79e58/Brescia-Internazionale-October-29-2019-Serie-A,,ITA-SERIA_A,19-20
10,Wed,2019-10-30,19:00,Napoli,2.7,2–2,1.8,Atalanta,30061,Stadio San Paolo,Piero Giacomelli,/en/matches/63b092b4/Napoli-Atalanta-October-30-2019-Serie-A,,ITA-SERIA_A,19-20
10,Wed,2019-10-30,21:00,Juventus,2.7,2–1,0.4,Genoa,38732,Allianz Stadium,Antonio Giua,/en/matches/12d0d3b3/Juventus-Genoa-October-30-2019-Serie-A,,ITA-SERIA_A,19-20
10,Wed,2019-10-30,21:00,Lazio,2.1,4–0,0.8,Torino,25000,Stadio Olimpico,Daniele Orsato,/en/matches/18839ced/Lazio-Torino-October-30-2019-Serie-A,,ITA-SERIA_A,19-20
10,Wed,2019-10-30,21:00,Sassuolo,0.8,1–2,1.0,Fiorentina,11863,Mapei Stadium - Città del Tricolore,Maurizio Mariani,/en/matches/69d4c194/Sassuolo-Fiorentina-October-30-2019-Serie-A,,ITA-SERIA_A,19-20
10,Wed,2019-10-30,21:00,Udinese,0.7,0–4,3.2,Roma,23854,Dacia Arena,Massimiliano Irrati,/en/matches/8f542d14/Udinese-Roma-October-30-2019-Serie-A,,ITA-SERIA_A,19-20
10,Wed,2019-10-30,21:00,Sampdoria,1.6,1–1,1.0,Lecce,18685,Stadio Comunale Luigi Ferraris,Davide Massa,/en/matches/be084a46/Sampdoria-Lecce-October-30-2019-Serie-A,,ITA-SERIA_A,19-20
10,Wed,2019-10-30,21:00,Cagliari,1.2,3–2,1.1,Bologna,16076,Sardegna Arena,Juan Sacchi,/en/matches/c3c909d6/Cagliari-Bologna-October-30-2019-Serie-A,,ITA-SERIA_A,19-20
10,Thu,2019-10-31,21:00,Milan,2.0,1–0,0.5,SPAL,46475,Stadio Giuseppe Meazza,Marco Piccinini,/en/matches/45a928c4/Milan-SPAL-October-31-2019-Serie-A,,ITA-SERIA_A,19-20
11,Sat,2019-11-02,15:00,Roma,2.2,2–1,1.7,Napoli,34502,Stadio Olimpico,Gianluca Rocchi,/en/matches/73f92283/Derby-del-Sole-Roma-Napoli-November-2-2019-Serie-A,,ITA-SERIA_A,19-20
11,Sat,2019-11-02,18:00,Bologna,0.5,1–2,2.3,Inter,28498,Stadio Renato Dall'Ara,Federico La Penna,/en/matches/b68dc4ea/Bologna-Internazionale-November-2-2019-Serie-A,,ITA-SERIA_A,19-20
11,Sat,2019-11-02,20:45,Torino,0.4,0–1,1.2,Juventus,26664,Stadio Olimpico di Torino,Daniele Doveri,/en/matches/4c1cbd79/Torino-Juventus-November-2-2019-Serie-A,,ITA-SERIA_A,19-20
11,Sun,2019-11-03,12:30,Atalanta,1.2,0–2,0.9,Cagliari,18617,Stadio Atleti Azzurri d'Italia,Rosario Abisso,/en/matches/3444ce4b/Atalanta-Cagliari-November-3-2019-Serie-A,,ITA-SERIA_A,19-20
11,Sun,2019-11-03,15:00,Hellas Verona,0.9,2–1,0.9,Brescia,16525,Stadio Marc'Antonio Bentegodi,Maurizio Mariani,/en/matches/03171f2d/Hellas-Verona-Brescia-November-3-2019-Serie-A,,ITA-SERIA_A,19-20
11,Sun,2019-11-03,15:00,Genoa,1.2,1–3,1.4,Udinese,20030,Stadio Comunale Luigi Ferraris,Fabrizio Pasqua,/en/matches/215d7497/Genoa-Udinese-November-3-2019-Serie-A,,ITA-SERIA_A,19-20
11,Sun,2019-11-03,15:00,Lecce,0.4,2–2,2.2,Sassuolo,22087,Stadio Comunale Via Del Mare,Riccardo Ros,/en/matches/4754d203/Lecce-Sassuolo-November-3-2019-Serie-A,,ITA-SERIA_A,19-20
11,Sun,2019-11-03,18:00,Fiorentina,1.4,1–1,0.7,Parma,32479,Stadio Artemio Franchi,Luca Pairetto,/en/matches/07b1998d/Fiorentina-Parma-November-3-2019-Serie-A,,ITA-SERIA_A,19-20
11,Sun,2019-11-03,20:45,Milan,0.8,1–2,1.0,Lazio,41000,Stadio Giuseppe Meazza,Giampaolo Calvarese,/en/matches/86cc1b86/Milan-Lazio-November-3-2019-Serie-A,,ITA-SERIA_A,19-20
11,Mon,2019-11-04,20:45,SPAL,0.6,0–1,0.8,Sampdoria,11617,Stadio Paolo Mazza,Daniele Chiffi,/en/matches/5181f1fc/SPAL-Sampdoria-November-4-2019-Serie-A,,ITA-SERIA_A,19-20
12,Fri,2019-11-08,20:45,Sassuolo,2.2,3–1,0.6,Bologna,13184,Mapei Stadium - Città del Tricolore,Marco Piccinini,/en/matches/da587b4e/Sassuolo-Bologna-November-8-2019-Serie-A,,ITA-SERIA_A,19-20
12,Sat,2019-11-09,15:00,Brescia,0.6,0–4,3.3,Torino,13500,Stadio Mario Rigamonti,Marco Guida,/en/matches/a95e968b/Brescia-Torino-November-9-2019-Serie-A,,ITA-SERIA_A,19-20
12,Sat,2019-11-09,18:00,Inter,2.4,2–1,1.3,Hellas Verona,66202,Stadio Giuseppe Meazza,Paolo Valeri,/en/matches/fc94b998/Internazionale-Hellas-Verona-November-9-2019-Serie-A,,ITA-SERIA_A,19-20
12,Sat,2019-11-09,20:45,Napoli,1.3,0–0,1.2,Genoa,22947,Stadio San Paolo,Giampaolo Calvarese,/en/matches/c01005cd/Napoli-Genoa-November-9-2019-Serie-A,,ITA-SERIA_A,19-20
12,Sun,2019-11-10,12:30,Cagliari,2.8,5–2,1.0,Fiorentina,16316,Sardegna Arena,Federico La Penna,/en/matches/79ea19d6/Cagliari-Fiorentina-November-10-2019-Serie-A,,ITA-SERIA_A,19-20
12,Sun,2019-11-10,15:00,Udinese,1.7,0–0,2.1,SPAL,21621,Dacia Arena,Davide Massa,/en/matches/28b51481/Udinese-SPAL-November-10-2019-Serie-A,,ITA-SERIA_A,19-20
12,Sun,2019-11-10,15:00,Sampdoria,1.1,0–0,0.6,Atalanta,19799,Stadio Comunale Luigi Ferraris,Massimiliano Irrati,/en/matches/537cf17f/Sampdoria-Atalanta-November-10-2019-Serie-A,,ITA-SERIA_A,19-20
12,Sun,2019-11-10,15:00,Lazio,3.8,4–2,2.5,Lecce,35000,Stadio Olimpico,Gianluca Manganiello,/en/matches/b701c357/Lazio-Lecce-November-10-2019-Serie-A,,ITA-SERIA_A,19-20
